time (ms),IQ
0.02264,(5.933047684147611-2.033262787049839j)
0.02266,(5.977115063627851-2.4822224258888412j)
0.02268,(5.296956181069589-2.5067266220771844j)
0.0227,(5.918445550913615-2.7288790407699195j)
0.02272,(5.652454103665565-3.583038386177411j)
0.02274,(4.382411475450472-3.13456506244307j)
0.02276,(3.9434523006989166-3.5009636526783723j)
0.02278,(4.550787046830465-3.7917923256931285j)
0.0228,(4.1607539355940615-2.7965656088103117j)
0.02282,(4.703880839356712-3.3535303448929863j)
0.02284,(4.382844230520686-3.5686709888507826j)
0.02286,(4.226540422169749-3.160602819447236j)
0.02288,(3.740009202881935-3.3773518427601212j)
0.0229,(3.693974073872292-3.3838270959760366j)
0.02292,(4.667596784129116-3.7028915804782874j)
0.02294,(6.158601924326502-2.267889336624702j)
0.02296,(5.7709977950064255-2.1865728865672356j)
0.02298,(5.727090060906175-2.7010877393285364j)
0.023,(5.939986791056363-3.131630881401989j)
0.02302,(5.4176292070550955-2.183314350279765j)
0.02304,(5.710132516258848-2.2905139833831822j)
0.02306,(6.070204761403392-2.219300991692018j)
0.02308,(6.114794193232486-2.4846059113079915j)
0.0231,(5.743328555262785-2.179097195054439j)
0.02312,(6.3994414977290965-2.717623000752852j)
0.02314,(6.214353875284523-2.5622004314272893j)
0.02316,(4.570540094393456-3.4489768095923976j)
0.02318,(3.7087034174159372-3.1141738087699604j)
0.0232,(4.332163950846931-3.5155841141114723j)
0.02322,(3.983951003410807-3.422719772843606j)
0.02324,(3.920628021524513-3.3555672234798886j)
0.02326,(4.208271491303992-3.5795209403209216j)
0.02328,(4.373768502385046-3.2258606776238326j)
0.0233,(4.397949671206674-2.9473293158364857j)
0.02332,(4.152369189272297-3.173434831831595j)
0.02334,(3.369338048944383-4.074423189167932j)
0.02336,(4.452114757974935-3.463400253456358j)
0.02338,(3.8652821469115564-3.448260482094439j)
0.0234,(4.236767449848432-3.085915073093449j)
0.02342,(4.093254972405819-3.683029247892842j)
0.02344,(4.8819932285834255-3.8468084819570545j)
0.02346,(4.819939815443773-3.221465106110756j)
0.02348,(3.9808169637908777-3.5064093256178217j)
0.0235,(4.118774708971587-3.4579209696457234j)
0.02352,(5.184077170964667-2.7367039437282825j)
0.02354,(4.224496570893962-3.970364013268399j)
0.02356,(5.166493908003326-2.743293370305387j)
0.02358,(4.110009858491176-3.4012630477910037j)
0.0236,(3.9594170006724676-3.3223391091150303j)
0.02362,(4.284371500623296-3.568315362317531j)
0.02364,(4.107886599850203-3.4881671467602917j)
0.02366,(3.9731784148046465-3.6517685758120852j)
0.02368,(4.015013590647495-3.5848738004009673j)
0.0237,(4.079997848929314-3.8765866708058794j)
0.02372,(4.208183905693604-3.1559282331552274j)
0.02374,(4.227735834051172-3.513894028342633j)
0.02376,(3.5845092666679577-4.163044683466238j)
0.02378,(4.795758354522669-3.678456356566635j)
0.0238,(5.745340609114167-2.15415107387415j)
0.02382,(5.441491147899985-2.5644111949577035j)
0.02384,(4.875762766738326-3.0066392045914596j)
0.02386,(6.251404184221154-2.5008983142695933j)
0.02388,(6.135566565792587-2.337542269951241j)
0.0239,(5.898427770261321-1.9898056609419201j)
0.02392,(5.566992676722866-2.3516267431671203j)
0.02394,(5.412815881091387-2.397544435051737j)
0.02396,(5.552086844401893-2.690426499866779j)
0.02398,(5.870095254250836-3.014210758543879j)
0.024,(5.877119976230045-2.3418422988362684j)
0.02402,(5.648905119283416-2.314916255428792j)
0.02404,(6.158625508099795-2.133446949175415j)
0.02406,(5.994188772639201-1.9292863841662142j)
0.02408,(4.982265936544045-2.886629223568491j)
0.0241,(5.902416020161026-2.7046681279977802j)
0.02412,(6.117850432284063-2.277245381087932j)
0.02414,(5.933503590181976-2.499604084444058j)
0.02416,(6.059861199681046-2.018870028335642j)
0.02418,(5.778200502432524-2.5645269662322625j)
0.0242,(5.844273806532118-1.8329976661110234j)
0.02422,(5.851241873636433-2.4813385868122424j)
0.02424,(5.927385630316894-1.9574436614978985j)
0.02426,(5.6729898418284215-3.3022855489667085j)
0.02428,(6.23018692973894-2.3378833647210406j)
0.0243,(6.340285780645908-2.49223089151189j)
0.02432,(5.689018593812531-3.1978780941130585j)
0.02434,(5.4764574251120335-2.505105119412761j)
0.02436,(5.417607928451969-2.9125859485601646j)
0.02438,(6.00101424710152-2.6732179888622136j)
0.0244,(6.061971064054123-2.39827187318239j)
0.02442,(6.0024157069051975-2.540965688270109j)
0.02444,(6.0310777468894265-2.381228741810476j)
0.02446,(5.676567539142143-2.4476094678753344j)
0.02448,(5.202641980452976-1.7152072666274343j)
0.0245,(5.70026301737081-2.413583721541891j)
0.02452,(6.41731366370843-2.4624978249890224j)
0.02454,(5.954291311137105-2.359695061148089j)
0.02456,(6.007538160019716-2.508747630735533j)
0.02458,(6.167606329960631-3.0279909375152614j)
0.0246,(5.585996923834059-2.2693869589415843j)
0.02462,(5.940518086551634-2.069762471731547j)
0.02464,(6.036760149924797-1.9815882907497853j)
0.02466,(5.555185860337387-2.270209236075782j)
0.02468,(5.98731196908972-2.5896223096359745j)
0.0247,(6.297813883890026-2.412354587323065j)
0.02472,(5.732457980827673-1.9045450626613385j)
0.02474,(5.291904252491567-2.5746534809147836j)
0.02476,(5.923556774403967-2.8978348342689437j)
0.02478,(5.647176285038796-1.763550819507298j)
0.0248,(5.926387204675793-2.839370873332836j)
0.02482,(5.585308941878888-3.023939726838454j)
0.02484,(5.886349369708509-2.3936217932059067j)
0.02486,(6.275100573916939-2.3637425695143035j)
0.02488,(5.856758637275818-2.3473140488335726j)
0.0249,(5.316308367721918-2.207249611978199j)
0.02492,(5.991267787588957-2.5538922406891293j)
0.02494,(5.872661024689493-2.549089607132414j)
0.02496,(5.937101016754514-2.691069505962276j)
0.02498,(6.190424234102908-2.4544006853809988j)
0.025,(5.691002535697133-2.31935769927309j)
0.02502,(5.770011547384321-2.1977414800801145j)
0.02504,(5.522883775309074-2.7992672485064496j)
0.02506,(5.930478422627688-2.9154115291776j)
0.02508,(5.921738026773912-2.2050041174903767j)
0.0251,(5.779449770825915-2.676337842246446j)
0.02512,(6.115053227978364-2.8283867197433556j)
0.02514,(5.52046092307424-3.1167110840080072j)
0.02516,(5.908342393230482-2.030868254854359j)
0.02518,(6.066395774609227-2.4081119693867206j)
0.0252,(5.685339990487468-2.318169955793092j)
0.02522,(5.408180987450629-2.3541939169119734j)
0.02524,(5.300905623164934-2.4291545644972192j)
0.02526,(5.917796962306257-2.5077392068873063j)
0.02528,(6.4307009183835735-2.523429073867496j)
0.0253,(5.662785259316463-2.825635887764872j)
0.02532,(6.016465951678569-3.088461449164048j)
0.02534,(5.05758113427309-1.751457177636754j)
0.02536,(5.9904501142528215-2.4873407312135662j)
0.02538,(5.503223897368119-2.6458495121503365j)
0.0254,(5.7349179217781-2.7669869498742514j)
0.02542,(5.892314582324106-2.1501391596526225j)
0.02544,(5.312430558175845-2.4517581967624875j)
0.02546,(5.528931899809015-3.5878018150757693j)
0.02548,(4.451818649201199-3.3011924050594836j)
0.0255,(6.068360987460487-2.396231455681557j)
0.02552,(6.363581175553123-2.628876761372243j)
0.02554,(5.96375644786569-2.2283059352731893j)
0.02556,(5.456785293279881-1.7919693990947265j)
0.02558,(5.900260039199014-2.6406538264436605j)
0.0256,(5.253478322351375-2.594982749414282j)
0.02562,(5.75569584029437-2.7766429230495566j)
0.02564,(6.424989805100705-2.551165191212099j)
0.02566,(5.3956254399463885-3.1534585077827875j)
0.02568,(5.591301656872304-2.133553524061j)
0.0257,(6.483894062616972-2.9447217693287664j)
0.02572,(5.807946542205661-2.7687688711587173j)
0.02574,(5.568125046073582-2.4720618909666547j)
0.02576,(5.995760834908448-2.040855386646582j)
0.02578,(5.709759172005142-2.784752512291627j)
0.0258,(4.9607017341390085-2.562223900990188j)
0.02582,(5.412539612603339-2.402158936137886j)
0.02584,(6.55168929708178-2.723859017577064j)
0.02586,(5.975407812953621-2.540162104452926j)
0.02588,(6.353921158139357-3.0301656459230273j)
0.0259,(5.522959806619895-2.6758969162990947j)
0.02592,(5.847680390433338-2.089848196405197j)
0.02594,(5.809726633422175-2.2281118770859036j)
0.02596,(5.683594613034687-2.647921522881761j)
0.02598,(5.936103442853706-2.8376915905209064j)
0.026,(5.494436649978723-2.5707873836200665j)
0.02602,(6.269187008946344-2.9878867260722384j)
0.02604,(6.021777359283541-2.565589684717424j)
0.02606,(5.807990894037791-2.6366786630930203j)
0.02608,(5.910451292228665-2.6488680846212898j)
0.0261,(5.765240692730356-2.547051890994745j)
0.02612,(5.291514039817125-2.3210741108465913j)
0.02614,(5.535799873494262-2.846214941692007j)
0.02616,(5.806001102728971-2.1807833180359832j)
0.02618,(5.748423263528994-2.1249172901601012j)
0.0262,(6.081887016425561-1.7667546546376487j)
0.02622,(6.0528135971714105-2.401223463329411j)
0.02624,(5.679410659196117-2.0089883622134512j)
0.02626,(5.547030188647609-2.1745182571799697j)
0.02628,(6.117633937583803-2.4365204435727685j)
0.0263,(5.929122722998105-2.9056923151480922j)
0.02632,(5.658828185349453-2.201582914653708j)
0.02634,(5.485368791078469-2.420088796090115j)
0.02636,(5.640747116527983-1.9042154980609265j)
0.02638,(5.99667607078972-2.253264044642357j)
0.0264,(6.428294081102276-2.14805991537009j)
0.02642,(5.795388709760663-2.692769152176193j)
0.02644,(5.5883604371266165-2.418470164778692j)
0.02646,(6.58509420342288-3.1412007015038794j)
0.02648,(5.742061603506118-2.3151653596721493j)
0.0265,(5.601322307422611-2.094077019223909j)
0.02652,(5.73025617105478-2.036025158063394j)
0.02654,(5.7136541314112534-2.6183091790248136j)
0.02656,(6.2895424557971245-3.104581062911448j)
0.02658,(5.308114490546429-2.6792015180391178j)
0.0266,(6.064196191441217-2.525946035129804j)
0.02662,(5.8623728633143966-2.3637300143417876j)
0.02664,(5.680460654084613-3.1764795017588554j)
0.02666,(5.754052671487177-2.5348503948142j)
0.02668,(5.78246528645169-2.8458315790994737j)
0.0267,(5.895385161635123-2.017828972865377j)
0.02672,(5.715583269258247-3.2783083465397267j)
0.02674,(4.285343540001425-3.062435104804977j)
0.02676,(3.874859938918142-3.5531759088551342j)
0.02678,(4.861282456781186-4.182298532766334j)
0.0268,(4.470397536024658-2.9408583904505408j)
0.02682,(4.296828459145525-3.0499270685750317j)
0.02684,(3.9860354565635956-3.0833349266559162j)
0.02686,(4.40779601229244-3.4689604153774782j)
0.02688,(4.233736870007073-3.7238523827967107j)
0.0269,(4.173658480900109-3.47829795324032j)
0.02692,(3.9563004261039425-3.317983878101277j)
0.02694,(4.22550141908215-3.6808099000436636j)
0.02696,(5.734391974922428-3.18593598450895j)
0.02698,(5.8929164365849145-2.3356180224808423j)
0.027,(5.778131321878801-2.4348597869389725j)
0.02702,(5.899103567370845-2.191350902075029j)
0.02704,(5.880621433294894-1.9923209572772045j)
0.02706,(5.683648681033916-2.214553047295769j)
0.02708,(5.618955494088963-2.884098904287272j)
0.0271,(6.130446134000345-2.504331684146083j)
0.02712,(6.267806339735239-2.371007033189736j)
0.02714,(6.621303078268154-2.230268573299747j)
0.02716,(6.018779280189939-2.213967216740026j)
0.02718,(5.904928404966095-2.519347028029532j)
0.0272,(6.166620138713808-2.6634757496499213j)
0.02722,(5.563355035629541-2.1637708776427567j)
0.02724,(6.0802179706603745-2.374124690844668j)
0.02726,(6.212281531943562-2.4061699353156842j)
0.02728,(6.207433126577717-2.7348854279422112j)
0.0273,(6.421785159895046-1.8000611059077567j)
0.02732,(5.66655533709139-2.416985841871813j)
0.02734,(5.70191104688423-2.528939397924631j)
0.02736,(5.7943068693117015-2.4169649243743527j)
0.02738,(5.494172905292311-2.5438783620518386j)
0.0274,(6.0454928127894885-2.9295871320736593j)
0.02742,(6.091075494386661-2.4004409210854325j)
0.02744,(6.053210502505531-2.983866873395777j)
0.02746,(5.91581989864619-2.4656346851228443j)
0.02748,(6.2012955325735355-3.0310652364143342j)
0.0275,(6.0577512992920255-3.218103958411062j)
0.02752,(5.665187281243027-2.295665437964799j)
0.02754,(4.8827105611011685-2.8678814251090006j)
0.02756,(5.755747074016439-2.355263100193239j)
0.02758,(5.8790428148571-2.443558624950811j)
0.0276,(5.881810303320436-2.4510427812013686j)
0.02762,(5.806286584238681-2.7090210539780166j)
0.02764,(5.687085833709582-2.543671050532479j)
0.02766,(5.583758083127795-2.718770072746262j)
0.02768,(5.521703575856338-2.1850602779002424j)
0.0277,(6.011011136650589-2.6610049477905617j)
0.02772,(6.2287877892857075-2.5827979047692846j)
0.02774,(5.448947495350978-2.2517618027687765j)
0.02776,(5.845595226556201-2.7071749276219412j)
0.02778,(6.128933549256558-3.0970775901418817j)
0.0278,(5.803063438672645-2.8536507168805865j)
0.02782,(6.104694209211177-2.14807694477799j)
0.02784,(6.225474531000153-2.4724661680963487j)
0.02786,(5.9974922167558535-2.4026159491122883j)
0.02788,(5.700799645905531-2.401425832323272j)
0.0279,(6.304378491594716-1.9039148712663605j)
0.02792,(5.7768717797300875-3.1917212970656097j)
0.02794,(5.776881378195519-2.542601855754915j)
0.02796,(6.037654735772924-2.489979071204282j)
0.02798,(5.765533149664365-2.5067589242798127j)
0.028,(5.791421313654565-2.2334980111894067j)
0.02802,(5.741446311916571-2.22504163924591j)
0.02804,(5.805804657304848-2.5720552897856597j)
0.02806,(5.931680543411598-3.063169484609761j)
0.02808,(5.208460374023624-1.6638495187810902j)
0.0281,(5.833385041153377-2.5020787153882953j)
0.02812,(5.277705522867476-2.470840282429437j)
0.02814,(5.730492906213614-2.0792369516594333j)
0.02816,(5.97872919687214-2.6310937808655592j)
0.02818,(5.756869073426307-2.0694286880422315j)
0.0282,(6.100342709579605-2.602186167797169j)
0.02822,(5.981899598453687-1.8902989687583596j)
0.02824,(5.14733409199086-2.3482263500546776j)
0.02826,(6.265340336464767-2.7251518584965275j)
0.02828,(5.949255447855335-1.7732091169551607j)
0.0283,(5.6762834033605705-2.299201113823898j)
0.02832,(5.7094256651949165-2.7029573913875176j)
0.02834,(4.824729779754833-3.169045050098917j)
0.02836,(4.206573265574022-3.2674740007941665j)
0.02838,(4.351042564095544-3.0386424176616353j)
0.0284,(3.9073046449165902-3.3709809400661834j)
0.02842,(3.8323220760785386-3.389978444003349j)
0.02844,(4.180817214386424-2.98046165266358j)
0.02846,(4.5321961849194645-3.3005549848278903j)
0.02848,(4.4975807313323735-3.7192988065383985j)
0.0285,(4.410282888890399-3.7049799338213716j)
0.02852,(4.807352097133338-3.314809080122569j)
0.02854,(4.44208959569647-3.33262386279028j)
0.02856,(4.519529830158621-3.1373488086125834j)
0.02858,(4.163002006347704-3.3771261140473188j)
0.0286,(4.018412764991816-3.273377603777913j)
0.02862,(4.512200012993672-3.3839620198436915j)
0.02864,(3.8069606489343615-3.178584199068608j)
0.02866,(4.2752371669340405-3.251384398465268j)
0.02868,(3.9313336494480016-3.5861153132011574j)
0.0287,(4.247058742663674-3.562790039814927j)
0.02872,(4.223275125371671-3.3920301956926266j)
0.02874,(4.1883007586903656-3.4626430687784833j)
0.02876,(4.128068624152389-3.0619207920351648j)
0.02878,(4.311485761542813-3.4293600099635873j)
0.0288,(4.364908515639544-3.974469746993446j)
0.02882,(3.667674270620436-3.8939922930260398j)
0.02884,(4.118852330558331-3.5797071889144703j)
0.02886,(3.9946133947265383-3.25940346396965j)
0.02888,(4.198684276524419-3.7417511619646926j)
0.0289,(3.9952666461058266-3.2828907854554528j)
0.02892,(4.559006342863267-3.7556804694975456j)
0.02894,(4.111219869216183-3.4470748322439064j)
0.02896,(4.462823558223958-3.3618231511924064j)
0.02898,(3.8165850017390825-3.8810947349309495j)
0.029,(4.040396909554246-3.368121642401578j)
0.02902,(3.929073790376975-2.961482665360466j)
0.02904,(4.265201611483808-3.565849612120612j)
0.02906,(3.73898152863581-3.4745189224610042j)
0.02908,(3.564364144950183-3.4155397332970048j)
0.0291,(3.9254404135248575-3.469789470466625j)
0.02912,(4.321009377769045-3.4919836079761892j)
0.02914,(3.864059332355478-3.517741593394947j)
0.02916,(4.222500310796812-4.022478336065575j)
0.02918,(3.9182016437942284-3.349020842658099j)
0.0292,(3.5496956617612536-3.858324835096966j)
0.02922,(4.41795699100943-3.3745042148928723j)
0.02924,(4.350429519126526-3.2662741270409374j)
0.02926,(4.120698549687426-3.3643672886071108j)
0.02928,(4.148271993298989-3.7945559931840775j)
0.0293,(4.064798129771102-3.394864020572363j)
0.02932,(3.7897826135077244-3.5712159439392583j)
0.02934,(4.5693099376800514-3.6966221347881754j)
0.02936,(4.10043777667422-2.8121370385038347j)
0.02938,(4.2545217442631875-3.7993964860117364j)
0.0294,(3.9677006105794095-3.335089456993149j)
0.02942,(4.281599303694815-2.9914107191391075j)
0.02944,(4.515694746704819-3.3724038188092074j)
0.02946,(4.189515991897978-3.705043269488762j)
0.02948,(4.2541628061259-3.6837500796447253j)
0.0295,(4.426642287106394-3.965654258082372j)
0.02952,(4.3697566916810695-3.468842803220297j)
0.02954,(4.482022336951074-3.456583367311496j)
0.02956,(4.240930826278459-3.583564100485779j)
0.02958,(4.240749617135967-3.025396430770447j)
0.0296,(4.213764154728628-3.5124440776948647j)
0.02962,(4.422225676985432-4.016675953502695j)
0.02964,(3.990058042379559-2.9945079267348156j)
0.02966,(4.31082485299744-3.8828189980182457j)
0.02968,(4.89978689980689-3.317480622716286j)
0.0297,(4.253625849055141-3.2737692215692054j)
0.02972,(3.7349223554518955-3.512766160157432j)
0.02974,(4.037256009340831-3.1749585472084583j)
0.02976,(4.34090502199354-3.460339427799631j)
0.02978,(3.910443577273187-3.6057627671600128j)
0.0298,(3.808008844348151-4.180781592838819j)
0.02982,(3.6742192212819975-4.063089651359571j)
0.02984,(4.0645458791193-2.567843341984194j)
0.02986,(4.6712110671932665-3.240547778384802j)
0.02988,(3.956910918212718-3.066827620696793j)
0.0299,(4.4259186204929515-2.646894314094132j)
0.02992,(4.040958552136663-3.6048353113574976j)
0.02994,(4.004883746370124-3.5309126079768105j)
0.02996,(4.306292118560363-4.033872559765967j)
0.02998,(3.622741005972636-3.580382906098966j)
0.03,(4.690430565618326-3.5891295081045134j)
0.03002,(4.313080346502852-3.6140887816315947j)
0.03004,(4.484446360963387-3.133296409730356j)
0.03006,(4.048015246986214-3.245219194751488j)
0.03008,(4.29943701765953-3.1769051791543417j)
0.0301,(4.444909681664241-3.8902860778221564j)
0.03012,(4.103738203448867-3.47414933685285j)
0.03014,(3.8429067901343186-3.369236569251202j)
0.03016,(3.819599626969761-2.8610997476887814j)
0.03018,(3.9930355601667413-3.4448724751459747j)
0.0302,(4.20963573315111-3.53835086581606j)
0.03022,(4.079698846817097-3.121581339953941j)
0.03024,(3.9708365655267155-3.569875583434214j)
0.03026,(4.359982754633981-3.3271037861143773j)
0.03028,(3.9802866425579118-3.336983328498794j)
0.0303,(3.9347738859459613-3.6571573147698793j)
0.03032,(4.447101073449671-3.7142516245656894j)
0.03034,(4.317494506657021-3.510521988855305j)
0.03036,(3.725632158394097-3.6442723506222716j)
0.03038,(3.6903609084334428-3.9994393213156534j)
0.0304,(3.7647297091819927-3.2594967022035934j)
0.03042,(4.123766083550797-3.3098836336442545j)
0.03044,(4.526789808529224-3.7475938448379917j)
0.03046,(4.616434129589803-3.7799311914269538j)
0.03048,(4.384138306181162-3.3371284343553276j)
0.0305,(4.771602500994184-2.9159701812649472j)
0.03052,(4.201182935117536-3.159741326520021j)
0.03054,(4.503650520722493-3.099787691715926j)
0.03056,(3.9435728098219505-3.6014906252543826j)
0.03058,(3.6152731865839915-3.3615140110809523j)
0.0306,(4.0310906645972935-3.544133355265963j)
0.03062,(4.09226044440579-3.742024709986649j)
0.03064,(4.995597042698406-3.4347793086696683j)
0.03066,(4.133830219129467-3.789251208974696j)
0.03068,(3.7947048447478826-3.7483794170562375j)
0.0307,(4.455523947493658-3.6483651895017415j)
0.03072,(3.8807790429959805-3.6128273389841405j)
0.03074,(4.181821320726699-3.509825522981648j)
0.03076,(4.4264032265853-4.188761001309416j)
0.03078,(3.823428523318338-3.8107832925018315j)
0.0308,(4.6397945657467545-2.9763754177049964j)
0.03082,(4.509575496071708-3.5029499613152235j)
0.03084,(4.251734544253849-3.3128701454357565j)
0.03086,(4.71786840669072-3.3612816364238802j)
0.03088,(4.006558381027638-3.536091762447973j)
0.0309,(4.398697004286835-3.794311549287415j)
0.03092,(4.226914084626881-3.6832928246033165j)
0.03094,(3.9213596371823445-2.8471973246581115j)
0.03096,(3.931380837365101-3.677757060226373j)
0.03098,(4.8109982448335025-2.9261095737625746j)
0.031,(4.487079400272868-3.638437618498542j)
0.03102,(4.430477060005404-3.60639451514449j)
0.03104,(3.9255517588544184-3.474522795145025j)
0.03106,(4.3699562308894535-3.5586982719439058j)
0.03108,(4.011296879682924-3.812849648885424j)
0.0311,(4.699987612613763-3.5047376262003964j)
0.03112,(4.538276552242453-3.9907191495947005j)
0.03114,(4.440416799490788-3.378528787810842j)
0.03116,(4.4065647913568124-3.425068880407082j)
0.03118,(4.1047125210160855-3.25719316283475j)
0.0312,(4.296366954117837-3.6656156222431924j)
0.03122,(4.647752914168268-3.2539013921504685j)
0.03124,(4.289527452365429-3.3564451206761707j)
0.03126,(3.8537334904293306-3.4574935164474248j)
0.03128,(4.552290213726241-2.840965611602977j)
0.0313,(3.907498624305959-3.3430609147700965j)
0.03132,(4.124120907201508-3.6546236596188835j)
0.03134,(3.9760833985845796-2.9879064289593025j)
0.03136,(3.264313437811058-3.3299288596822763j)
0.03138,(4.192399361589266-2.9070560714458855j)
0.0314,(4.858232654423249-4.118322909063625j)
0.03142,(4.240636405436728-3.600200846169422j)
0.03144,(5.121741918910018-3.5993706554065845j)
0.03146,(4.082901994332717-4.129465194381833j)
0.03148,(4.2077906679921675-3.4447021165442577j)
0.0315,(4.099231117965617-3.6239091956893614j)
0.03152,(4.154085515994831-4.166304268580618j)
0.03154,(4.2573078066093055-3.7554178544260868j)
0.03156,(4.637407743765246-3.037871392018502j)
0.03158,(5.586409038595739-2.1970898191751767j)
0.0316,(5.868930515982614-2.737241441043769j)
0.03162,(6.071272882110308-2.7469590220269673j)
0.03164,(6.2927194015184424-2.2130516277969914j)
0.03166,(5.146764985243814-3.155192147109317j)
0.03168,(5.399901396813201-2.3021383167341245j)
0.0317,(5.879564121736142-3.1105849902475846j)
0.03172,(6.239124120545048-1.9526678074326336j)
0.03174,(5.705806842648051-2.2805428208178036j)
0.03176,(6.089013019965901-3.1146837764014297j)
0.03178,(6.525315095671029-2.6268297627959045j)
0.0318,(5.869474623846975-2.3942356564126848j)
0.03182,(5.789972345384636-3.1622978145155507j)
0.03184,(6.023311118087337-2.514512894948288j)
0.03186,(5.926034178066978-2.3394658759324076j)
0.03188,(5.951108493035634-3.1895066777947485j)
0.0319,(5.805737965352848-2.2512933779727664j)
0.03192,(5.780313271202506-2.5415773427358026j)
0.03194,(5.5312154646848-2.194396378641849j)
0.03196,(6.0704553744602885-2.578162193054828j)
0.03198,(5.519441187135659-2.8523604190968106j)
0.032,(5.593646872314944-2.884904707997151j)
0.03202,(5.466739531393439-2.6040308922704165j)
0.03204,(5.75730816451619-2.5629143717758023j)
0.03206,(5.874668514322927-2.145313770821131j)
0.03208,(5.499457703985476-2.5931001956320356j)
0.0321,(5.777251328656411-3.020107254128557j)
0.03212,(5.919935255046195-2.6526088019239116j)
0.03214,(5.342918546657572-3.008064688184339j)
0.03216,(5.612876459669951-2.3833535347257024j)
0.03218,(6.467575266044074-2.3067097712335323j)
0.0322,(5.629815752235289-2.249903225528154j)
0.03222,(6.102167643310654-2.600837488339252j)
0.03224,(5.696857880571566-2.733275451028466j)
0.03226,(5.932728031532704-2.6702436590581087j)
0.03228,(5.600257475344789-2.5304434853534894j)
0.0323,(5.232107396929384-2.669724477494813j)
0.03232,(5.719029050921127-1.9634629790523976j)
0.03234,(6.0133022011420625-2.622018092124466j)
0.03236,(6.092117528369812-2.534102917252168j)
0.03238,(5.9137023129419415-2.7504643014147376j)
0.0324,(5.606894109347678-2.74293739136612j)
0.03242,(6.172775590156552-2.9243467186867216j)
0.03244,(5.625368565790644-2.8428382252328626j)
0.03246,(5.645785903350749-1.875944919705407j)
0.03248,(5.5392813846443625-2.318713327469468j)
0.0325,(5.725012031372436-2.612960746636742j)
0.03252,(5.767498300173025-2.71885402403929j)
0.03254,(5.963797857856484-2.088231938023958j)
0.03256,(5.415058699896616-2.7785574464191245j)
0.03258,(5.712571500895566-3.0677369287061143j)
0.0326,(5.599163451191336-2.341600891565433j)
0.03262,(6.008548067926574-2.8089114367591366j)
0.03264,(5.966871426720235-2.9278264269905674j)
0.03266,(5.522858578618538-2.864138248503884j)
0.03268,(6.03010609224494-2.3616627347213566j)
0.0327,(5.848573491456992-2.53474666658422j)
0.03272,(6.130417904522004-2.8281539461662017j)
0.03274,(5.650647347427001-2.3434874880410796j)
0.03276,(6.062840283841824-2.7758436150727706j)
0.03278,(6.154353736916453-3.045214464756077j)
0.0328,(5.888999337521754-2.9359501708849582j)
0.03282,(6.565305681275794-2.4926666967023596j)
0.03284,(6.029851123895793-2.7611899109186915j)
0.03286,(6.453626891544179-2.464912650455141j)
0.03288,(6.706641879077933-2.129202078314631j)
0.0329,(5.308394856506227-2.7100017625214377j)
0.03292,(6.249909938283521-1.6112301383263756j)
0.03294,(6.038138794469428-2.407925880697951j)
0.03296,(5.773955115022339-2.6587640471253504j)
0.03298,(3.913688051766431-3.944900716327736j)
0.033,(3.8368725441496103-3.616174506316117j)
0.03302,(3.782928774454609-3.5828460235756543j)
0.03304,(4.875074007874493-3.246753574667164j)
0.03306,(4.2964354818080785-3.6985897978462603j)
0.03308,(3.68091534691711-3.3558733738382944j)
0.0331,(3.7831029875193924-3.485992829416384j)
0.03312,(3.458935185609757-3.1750772395648883j)
0.03314,(4.530994749075797-3.148793563950371j)
0.03316,(4.1490700198633945-3.388802952324093j)
0.03318,(4.3037008375131895-3.2450047264853144j)
0.0332,(4.134785278431056-3.1254784223088445j)
0.03322,(4.449908895828901-3.3208896007121247j)
0.03324,(4.001691838754383-3.4074046854131894j)
0.03326,(4.232455862749381-3.363595849875381j)
0.03328,(4.2253245360272595-2.962776351858159j)
0.0333,(3.7472087979838635-3.462458660834591j)
0.03332,(3.89296213108473-3.2570172270175384j)
0.03334,(4.033007294120667-3.725430882916958j)
0.03336,(4.240974400060607-2.999697933296628j)
0.03338,(4.596782380280731-3.3501584472227854j)
0.0334,(4.172553718549642-3.615115589850855j)
0.03342,(4.104736257647647-3.5233622605173083j)
0.03344,(4.237299718941969-3.572797142346925j)
0.03346,(4.08161937608624-3.498342521935688j)
0.03348,(4.126406819942803-3.430078595106126j)
0.0335,(4.6392774659986795-3.5655903779809357j)
0.03352,(4.0596197003173105-4.029344958482042j)
0.03354,(4.221288374138653-2.9085289061214814j)
0.03356,(3.9189891809019683-3.41123469535605j)
0.03358,(4.554255356191138-3.4095901660857204j)
0.0336,(3.8301757617435963-3.5160085815444813j)
0.03362,(4.456422929391525-2.9973172600372613j)
0.03364,(6.193524929368819-2.483929197728071j)
0.03366,(5.577363705534481-2.6036457555064336j)
0.03368,(6.155319528201246-2.58233526179915j)
0.0337,(5.182998234198741-2.0828964435557418j)
0.03372,(5.5020475668517435-2.4325372381305037j)
0.03374,(5.834629489279243-2.5117086555185506j)
0.03376,(6.6692389086526-2.645150529573955j)
0.03378,(5.914514996786793-2.6068417917698086j)
0.0338,(5.921615094724839-2.139787823472866j)
0.03382,(6.248600299887544-2.80544368892282j)
0.03384,(5.503908030360261-2.276767554896043j)
0.03386,(4.854917890597149-2.2644606863773267j)
0.03388,(6.443975986684697-2.4281235458870905j)
0.0339,(6.067578171806503-2.5632969778126573j)
0.03392,(5.717600608423674-2.994009046943368j)
